isolation_source_sd,assembly_count
raw sausage,15
residential aged care facility,15
retail market,15
sage,15
smoked mussels,15
sushi,15
tongue,15
tropical biome [ENVO:01001830],15
unbleached white flour,15
watermelon,15
whole grain oatmeal infant cereal,15
wild population,15
zooplankton,15
ALLERGYFLORA birth-cohort,14
Annelid: Sclerolinum sp. f TX-2021,14
Apple juice in fermentation (cider),14
Bioreactor performing anaerobic oxidation of methane coupled to iron reduction,14
Buttock,14
CB-LEGS,14
CREA,14
Calf Colony,14
Chick Papers,14
Chives,14
Ciliate: Trimyema sp. strain FRESH,14
Comb,14
Dinoflagellate: Symbiodinium sp. 221 229,14
Draining tract,14
Endotracheal wash,14
Excreta,14
Floor,14
Free range,14
Gallus gallus domesticus,14
Green Crab,14
HCW-After-Left glove,14
Halichoerus grypus,14
Household family member,14
Hydrothorax,14
ITALIAN WOLF,14
Manis javanica,14
Mozzarella,14
Nostril,14
Not stated,14
Pairi Daiza,14
Penile,14
Rektalabstrich,14
SPUTM,14
Teat cup liners,14
"Toilet seat , Facility 1000",14
Tracheal specimen,14
Urology Surgery,14
Whole body of adult,14
Yolk,14
acidic hydrothermal system,14
arid biome[ENVO:01001838],14
bathroom countertop,14
bedpan washer,14
biological sulfate-reducing reactor system: BSR_Ace_LFCR_na_p,14
bl,14
colonic epithelial,14
deep subsurface microcosm,14
dried fermented soybeans (Meju),14
finished pizzle,14
flesh,14
fresh jalapeno pepper,14
frozen tuna,14
frozen vacuum packaged yellowfin tuna scrape,14
infusion stands,14
mWWTP outflow,14
multi-grain infant baby cereal,14
pigeons,14
prostate,14
raw peanut,14
reclaimed distribution system,14
rektalabstrich gepoolt mit Inguinal,14
retail veal,14
seedlings,14
sunflower butter,14
thorax muscle,14
tracheal,14
tuna steak,14
walnut tree,14
waterfall,14
wetland biome,14
wild caught,14
AmydaSincnsis,13
Anadara tuberculosa,13
BEI Processing,13
Bird,13
California sea lion,13
Chiken,13
Chromosome,13
City sewer,13
Coastal,13
Commensal,13
Coproculture,13
Cyst,13
Deer,13
Femur,13
Fester,13
GT-GROUND,13
Genital tract,13
Herd 106,13
Herd 201,13
Mass,13
Parent flocks,13
Pernasal,13
Product,13
Rifle well FP-101 under high O2 conditions; 0.2 micron filter; 10% subassembly,13
Tibet kefir,13
Transcatheter BC,13
WYNDHAM,13
Willow (Salix sp.),13
Young Turkeys,13
arid,13
black sesame seed,13
body fluid,13
cacao been fermentation,13
caprine,13
"combination of 24 samples (8 from lake Croche, 8 from Montjoie and 8 from Simoncouche) collected from 2013 through 2014",13
coral polyp,13
crude oil,13
cyanobacterial mat,13
dried oregano,13
dried sausage,13
endophyte,13
epidermal mucus of Anguilla anguilla fishes in Ebro delta,13
frozen squid,13
frozen whole tilapia,13
frozen yellowfin tuna loin,13
green onion,13
greenhouse,13
ground black pepper,13
guttural pouch lavage,13
honey,13
kelp gull (Larus dominicanus),13
left frontal cortex,13
lice collected 2009 through 2017 from Pusa hispida saimensis,13
liquid,13
lockers,13
lumbar liquor,13
mango,13
mouse spinal cord microglia,13
neuroblastoma,13
offal,13
pesticide,13
phylogroupE,13
pickle,13
pistachio kernel,13
poboy sandwich,13
prosciutto,13
puddle,13
pulmonary,13
queso fresco hondureno,13
retail fresh mint,13
salad mixture,13
"sliced dried mushrooms, nai meo soi",13
sliced ham,13
smoked tuna,13
thyroid full strength api powder,13
upper ankle joint,13
vestibular nerve,13
vulva,13
wetland,13
ACCM-D media,12
Arm,12
BLDP1,12
Basil,12
C,12
CB-WHOLE-CUT IN LAB,12
Cat nape,12
Cephalopod: Sepioteuthis lessoniana,12
Ciliate: Paramecium tetratobursaria,12
Cistern,12
Colonization,12
Common shellduck,12
Dinoflagellate: Halluxium pauxillum,12
ENVO:00001999,12
ENVO:02000040,12
Enteral feeding tube,12
Faece,12
Family,12
Greater Accra,12
Guttural Pouch,12
Hotbed chives,12
Imported/domestic retail Clams,12
Infected person,12
Lab-reactor for EBPR,12
Lateral Border Tongue,12
"Loihi Seamount, Marker 34, Hiolo South",12
Lupin moromi fermentation,12
North Atlantic,12
Organmaterial,12
PE_dung,12
Passaging,12
Pig product,12
Rash (impetigo/erysipelas),12
Rektalabstrich/Inguinal gepoolt,12
Retail Thigh,12
Richmond Mine C75 location,12
Rifle well CD01 at time point 1 / A; 5m depth; 0.1 filter,12
Sandy loam (dark brown); tall grass prairie remnant,12
Staff & Station Surfaces,12
"Table , Facility 1000",12
Testis,12
Thiocyanate ramp bioreactor,12
Voltri Massif travertine,12
Well,12
Wheat field,12
Zoo Antwerpen,12
abortions,12
algae,12
bacon,12
bison burger,12
botanical nutraceutical supplement,12
bully stick,12
cane toad,12
canola meal,12
cauliflower,12
celery seed,12
chard,12
chili pepper,12
coal bed cutting,12
colorectal tumor,12
couscous,12
curd_Producer_2,12
curd_Producer_3,12
"dried up bryazoan sheath, on rocky beach shore",12
enrichment from algae,12
ensilage,12
epidermis,12
frozen corn,12
frozen ground yellowfin tuna,12
frozen milkfish,12
frozen striped bass,12
frozen tuna cube,12
frozen yellowfin tuna nakaochi scrape,12
halva,12
horse stable,12
host body,12
incision,12
intra-abdominal,12
lobe tip of the lichen thallus,12
lymph (Bos taurus),12
lymph (Capra aegagrus),12
mayonnaise,12
mummified teeth,12
oil production facility,12
organization,12
protonema,12
pulmonary expectoration,12
respiratory tract,12
sand,12
scope,12
shallow sea hydrothermal fluids,12
shoe sole,12
silage feed,12
soybean sprout,12
sprouted pumpkin seed butter,12
sprouted walnut butter,12
sprouts,12
squid,12
tick,12
ventilator condensate,12
village biome,12
yellowfin tuna,12
15m depth in Pacific Ocean,11
Abdominal fluiduid,11
Algae,11
CB-WINGS,11
CWH 09,11
"Call button , Facility 1000",11
Case,11
Citellophilus tesquorum,11
Digestive tract,11
EFB infected honey bee larva,11
ETTA,11
Endotrachial Tube,11
Enrichment reactor operating at elevated temperatures,11
Feed pellets,11
Guttural pouch lavage,11
HEK293T cell line,11
HUH7 hepatoma cell line,11
Handrails and levers on the resuscitation bed,11
Herd 102,11
Herd 202,11
Household,11
"Huiquan Bay, Qingdao",11
Implant,11
Inguinal / Rectalabstrich,11
Intervertebral disc,11
"Key West, Florida, United States",11
Lichen: Umbilicaria deusta,11
Liner,11
"Loihi Seamount, Ku'kulu South Base",11
Mississippi Sandhill crane,11
Mus musculus,11
Neck,11
PLA,11
Plaque,11
Primary tumor,11
Protected distal sampling,11
RAW BREADED,11
Restraint belt,11
Retail sushi,11
Rifle well CD01 at time point 3 / C; 5m depth; 0.1 filter,11
Rifle well CD01 at time point 6 / F; 5m depth; 0.1 filter,11
Rifle well FP-101 under high O2 conditions; 1.2 micron filter; 10% subassembly,11
Salad mix,11
Suputum,11
THIGHS,11
Tail clip,11
Trach Asp,11
Tracheal Wash,11
Tropical climate,11
Tuber,11
University of Michigan Health System,11
Whole,11
Zoo Composter number 3,11
aerobiome,11
animal feed wheat,11
apple slice,11
biological sulfate-reducing reactor system: BSR_Lac_C_na,11
bovine feed fishmeal,11
cardiac left ventricle,11
chilli pepper sauce,11
coastal area,11
cutaneous ulcer,11
draining tract,11
e9.5 outflow tract,11
endotracheal,11
fat bodies,11
"female, uterine cavity",11
fomites,11
fresh serrano pepper,11
frozen snail,11
frozen yellowfin tuna,11
gastric corpus,11
ground lamb,11
homemade mayonnaise,11
host derived,11
ice,11
implant sonicate,11
infant cereal,11
inpatient,11
intraabdominal,11
joints,11
ka,11
kelp gull,11
mung bean sprout,11
nostrils,11
octopus,11
overbed table,11
pancetta,11
passage,11
passaging,11
probiotic prodcut,11
"sliced dried mushrooms, nai meo nguyen tai",11
small crickets,11
snake,11
sow,11
soy grit granule,11
spectacled eider,11
spring mixture,11
st,11
stethoscopes,11
telephone,11
temperate,11
temperate woodland biome[ENVO:01000221],11
thai chili pepper,11
transedoscopic tracheal wash,11
vent. liquor,11
wheat sourdough,11
whooping crane,11
1-5 micron,10
Abdominal cavity,10
Agricultural biome,10
Anholt2,10
B220+ B cells,10
Bedding,10
"Bedrail , Facility 1000",10
Black Crab,10
Black-headed gull,10
Bronchalveolar Lavage,10
Caretaker,10
Central venous access devices,10
Chondroid,10
Ciliate: Paramecium bursaria,10
Coconut,10
Colostrum,10
Conjunctival,10
Conversion residue fermenting bioreactor,10
Ctenophore: Mertensia ovum,10
DELI HAM,10
Deli Salad Deli salad-egg salad,10
Deli Salad-Ham salad with egg,10
Deli Salad-Sandwich spread with egg,10
Deli slicers,10
"Dept of Medical Microbiology, University Medical Center Groningen",10
E16 full cortex,10
ENVO:00002173 (vet hospital),10
Edible insect Bombyx mori,10
Female Behind the ears,10
Final wash/post chill,10
GENITAL,10
Gastric biopsies,10
Genetta genetta,10
Herd 101,10
Hip/Knee,10
Intraperitoneal,10
JOINT,10
Kiel Fjord,10
LESION,10
Large white lugs in walkin cooler (with cold cut ends),10
Ls174T-pTER-β-catenin,10
MRSA Screen,10
Marmota himalayana,10
Mashed potatoes,10
Metastasis,10
Microbial sequencing,10
Pep roses,10
Peyer's Patches Germinal Center B cells,10
Pigeon Six Month Sampling,10
"Port crew quarters, bump out exterior aft wall Node 2",10
Procapra picticaudata,10
Pulmonary,10
Puno,10
Pustular Stromatolite A,10
Rat,10
Red algae,10
Scotland: Airdrie,10
Scrotum,10
Sprouts,10
Sugarcane mill mud,10
Tan free-flowing powder,10
Tunicate: Trididemnum clinides,10
Udders,10
Venipuncture BC,10
Vidalia onion field,10
Walkin Cooler-door and handles,10
Wings,10
Yellow croaker,10
abdominal cavity,10
anise seed,10
anterior ovariole,10
aquatic product,10
avian necropsy,10
beach,10
bed controllers,10
beet,10
biogas fermenter,10
blanched organic cashew kernel,10
bovine hide,10
carcasse,10
catfish,10
chemical induced neurons,10
clay,10
cleaning wipe,10
coconut powder,10
conjugation assay,10
coral biome,10
crab,10
deli salad,10
experiment,10
faucet,10
feedlot,10
flowers,10
"ganjang, Korean traditional soy sauce",10
guttural pouch,10
hepatoma cell line,10
hoof lesion,10
intraoperative,10
italian sandwich,10
kefir,10
kitchen table,10
liangpi chinese salad,10
lobster tail,10
lymphnode,10
macaroni salad,10
"microbial iron mat from Troll Wall vent field, rift margin",10
multi-marker approach,10
neck,10
orchard,10
organic soy,10
organism-associated habitat,10
pine nut,10
plastisphere established on PBSA under oceanic condition for 2.0 month,10
powder,10
powder infant formula,10
public transports,10
ready meal,10
red chili pepper,10
refrigerator door handle,10
silt,10
"sprouts-clover, radish and garlic sprouts",10
sugarcane mill mud,10
tail,10
teeth,10
thorax,10
thyroid extract powder,10
tibia,10
tracheal intubation,10
tracheobronchitis,10
tri tip,10
udder,10
utensils-metal pot with cooked shell eggs-on eggs,10
wall,10
wetland bogs,10
white pepper powder,10
whole embryo,10
whole insect,10
wild Eurasian crane (Grus grus),10
yellow peach,10
03C Raw Product Not Ground-Boneless Cuts,9
>63 micron,9
Airways,9
Albacore tuna-anal vent,9
Apple Island,9
Aquaculture,9
Biobank,9
Biomass-fertilizer,9
Bloodculture,9
Borehole,9
Bornholm3,9
Bronchi,9
Bronchoscopic brushing,9
CB-BREASTS,9
CORNEAL SCRAPING,9
Caco2 cells,9
Calf shed floor,9
Chinese pickle,9
Commercial Preparation,9
Commercially collected maple sap,9
Complejo Hospitalario de Pontevedra (Pontevedra),9
"Curtain , Facility 1000",9
Deep site,9
Dinoflagellate: Symbiodinium sp. D2,9
Draining Tract,9
E16 germinal zone of cortex,9
ET Tip,9
ETT,9
Endometrium,9
Exorhizosphere rice,9
Farming,9
Gizzards,9
Ground,9
Ground (patties),9
HCT-116 cmvOsTIR1 RAD21-mAC,9
Hangzhou,9
Hepatobiliary surgery,9
Herd 216,9
Herd 223,9
Herd 314,9
High Touch Surfaces,9
Horse stable,9
INT: Burn,9
Internal organs,9
Ionian sea from 3500 m depth,9
Jackdaw,9
Kombucha,9
L3 Larvae,9
Lab 3 overhead LAB,9
Lab maintained population of field collected O. laevigatus,9
Logatchev,9
MCF7 cell line,9
MEF,9
Macerated buds,9
Mackerel,9
Main Ward,9
Mashed product,9
Mixed salad,9
Mud,9
Mutton,9
Necks,9
Nursery,9
One-day-old chicks,9
Pearl millet (Pennisetum glaucum) porridge (Hausa koko),9
Pearl millet grains (Pennisetum glaucum),9
Pep strawberries,9
Piedmont,9
Product-Raw-Ground,9
Pyometra,9
Raspberry,9
Raw,9
Rustenburg,9
SURGICAL/PROCEDURE SPECIMEN,9
Salad,9
Saprolite,9
Seaweed,9
Slope,9
Slurry Solids,9
Spices,9
Tete de Moine,9
Thigh,9
Trachael,9
Tracheal suction,9
Transport crates,9
Trichodesmium-associated heterocystous diazotroph (hetDA) enrichment; trichodesmium colony originally collected aboard the R/V Kilo Moana (KM10-13) near Station ALOHA,9
Udder,9
Voiding: Midstream Clean Catch,9
Wheat flour,9
animal-associated,9
antipasto,9
arm,9
arugula,9
biological sulfate-reducing reactor system: BSR_Ace_UAPBR_middle_p,9
biological sulfate-reducing reactor system: BSR_Lac_LFCR_na_at,9
body fluids,9
brazil nut butter,9
cloacal sample,9
computers,9
condiment,9
corn silage,9
crawfish,9
disinfected tableware,9
endotracheal tube (ETT) or tracheostomy tube,9
enriched GBS samples from THB,9
eyeshadow palette 24 PC,9
fin,9
flower bud,9
flower structure,9
frilled lizard,9
frozen cooked snail,9
frozen spiny eel,9
furuncle,9
garam masala hot spice mixture,9
gizzard,9
hiPSC derived cardiomyocytes,9
hilltop,9
hindgut,9
holdfast,9
huangshan,9
imitation breaded scallop,9
individually quick frozen dark sweet cherry,9
laying hens,9
lymph (Sus scrofa),9
m,9
masala spice mixture,9
meninges,9
midnight sandwich,9
mung bean,9
necroptic material,9
pecked egg organ,9
perishable nectarine,9
peritoneal,9
periwinkle snail,9
pharmaceutical industry facility,9
pistachio cream spread,9
plastisphere established on PBSA under oceanic condition for 3.0 month,9
primary_o_Attached/Keratinized gingiva (GING),9
primary_o_Supragingival plaque (SUPRA),9
prosthetic joint infections,9
punctuat,9
purulent discharge,9
retail raw cream cow,9
salt marsh,9
scallop,9
shelled pecan,9
soy protein,9
spine,9
tank,9
thigh,9
thyroid tablets,9
thyroid usp api powder,9
tuna salad sandwich,9
utensil,9
vital sign monitor knob,9
whole peppercorn,9
wing,9
worm,9
Apple cider,8
Arthrosis,8
Assistance Publique - Hopitaux de Paris,8
Bronchoscope,8
Butcher hand swabs,8
CGMCC,8
Calf Four Month Sampling,8
Canine colonisation,8
Cathether,8
Chick,8
Ciliate: Maristentor dinoferus,8
Coalvale silty clay,8
Contaminated sand after Prestige oil spill,8
"Cooked Product sliced, spoiled, batch 4, replicate 3",8
Corpse,8
Cutaneous,8
DTU rich hill,8
Dyre1,8
Elbow,8
Endobronchial tube,8
Endocervix,8
Endotracheal Tube,8
Felis catus (bacterial isolate),8
Filtered formation waters collected from the Coxon Creek 10 (CX-10) coalbed methane well,8
Ground (93% lean),8
Hair cutting kit,8
Hawaijar (fermented soybean),8
Herd 211,8
Herd 318,8
Herd 321,8
Herd 329,8
Herd 416,8
Herd 417,8
Hot tub,8
Hydrothorax and ascite,8
Infected pancreatic necrosis,8
Intrauterine purulent content,8
Isiolo Town,8
K562,8
Microbial mat,8
Mollusc,8
NCRIS chamber 2,8
Nasobronchial lavage,8
Nebraska,8
Neuroblastoma cells,8
Ocean biome [ENVO:01000048],8
Online platform,8
Open Ocean,8
Oragene,8
Overhead 4 Node 1,8
Ovicells,8
PERICATHETER,8
"Pearse Lakes, Rottnest Island",8
Perchlorate-reducing enrichment,8
Peritoneal,8
Plastic,8
Plastisphere,8
Precipitation,8
Public restroom,8
Rabbit,8
Rice straw,8
Rock,8
SFTPC+ cells,8
"San Francisco, California, USA",8
Scotland: Kilmarnock,8
Scotland: Kirkcaldy,8
Shower,8
Snake,8
"South Georgia Island, Atlantic Ocean",8
Stall Gauze,8
Supernatant fermented pearl millet (Pennisetum glaucum) slurry,8
T-qSLAM cell,8
Thyroid powder,8
Transthoracic needle aspiration,8
Trash,8
Veterinary Diagnostic,8
WINGS,8
Whole bird,8
all purpose wheat flour,8
antimony mine,8
aquatic products,8
artificial tears,8
bee honey,8
biological sulfate-reducing reactor system: BSR_Ace_UAPBR_inlet_p,8
body,8
broccoli,8
broccoli sprout,8
broccosprout blend broccoli clover mustard sprout,8
burn,8
bursa,8
cashew butter,8
ceca,8
central nervous system,8
cleaned track,8
cold noodles in sauce samples,8
coleslaw,8
computer keyboard/mouse,8
cooked ham,8
cumin,8
disposable shoe cover,8
dried filefish,8
egg sandwich,8
embryos,8
endocervical,8
equine clinic,8
evening grosbeak,8
expectoration,8
faece,8
fece,8
fermented sausage,8
fresh white corn,8
frozen coconut,8
frozen feeder mouse,8
frozen guacamole,8
frozen rabbit,8
frozen snapper,8
gastric intubation,8
genital smear,8
ginger powder,8
grain mix,8
grated coconut,8
guineaPig7,8
habanero pepper,8
hair,8
hay,8
herbal tea,8
hock,8
infusion pump panel,8
intraocular,8
macaroni pasta salad,8
marrow,8
mayonnaise salad,8
microbial mat from transparent paperboard placed near hydrocarbon seepage off Hatsushima island for for 4 months,8
mollusks,8
natural and artificial vanilla,8
natural site,8
no relevans,8
nutritional powder,8
nymph,8
oats n berries ancient grain cereal,8
pecked egg yolk,8
phage-resistant mutant,8
pitcher plants,8
plastisphere established on PBSA under oceanic condition for 1.5 month,8
plastisphere established on PBSA under oceanic condition for 4.0 month,8
primary_o_Buccal mucosa (BUCC),8
primary_s_R_Retroauricular crease (RAC_R),8
rhizoplane from growth stage:dry,8
rice product,8
room stethoscope,8
routine screen,8
seasoned filefish,8
shopping cart wheels,8
silkworm pupa,8
spat,8
spontaneous phase variant of strain AB5075,8
sputum,8
submarine volcano,8
subtropical biome[ENVO_01001832],8
tea garden,8
tea sausage,8
thyme,8
toe,8
total knee hardware,8
tracheotomy tube,8
trophosome,8
ureter,8
ureteral stent,8
ventilator,8
"ward, nurse trolley",8
watered tree,8
white pepper,8
whole adult,8
whole mango,8
wild-caught,8
woody crown gall,8
yellow nectarine,8
yellowfin tuna anal vent,8
6-12 cm at D147 station,7
ABSCS,7
Amaranth,7
Amphibians & reptiles,7
Aquarium,7
Armpit,7
BC,7
BHI,7
Bacteriome,7
Beans,7
Bedside table,7
Bioreactor mimicking brackish/coastal conditions,7
Bivalve,7
Bodily Fluids: Peritoneal,7
Boiler,7
Brent goose,7
Brocho-alveolar washing,7
Bronchoaspirate,7
Bulkwater Meltpond,7
Calf Eviscerated Midline Harvest,7
Capra pyrenaica,7
Care cart,7
CecalSwine,7
Cephalic recording chamber,7
Chest,7
Children,7
Chorizo,7
Ciliate: Euplotes aediculatus,7
Citellophilus tesquorum altaicus,7
Coastal Rock,7
Cuenca Murcielago travertine,7
Dinoflagellate: Breviolum minutum,7
Dunlin,7
ENVO:00002006,7
ENVO_00000115,7
Emmental,7
Enviornmental,7
Erected Net set up in Village,7
Expectorate,7
Exudate from ulcer,7
Feedlot,7
Finger abcess,7
GM04616/GM01359,7
GP,7
GROUND,7
Genital organ,7
Ground (98% lean),7
Ground lamb,7
HCW-After-gown,7
HEK293,7
Hamstring,7
Health care worker,7
Heifers,7
Hematology,7
Herd 115,7
Herd 208,7
Herd 210,7
Herd 213,7
Herd 221,7
Herd 308,7
Herd 418,7
Home,7
Iberian wild goat,7
Industrial sausage,7
Infant Formula,7
Interal medicine,7
Iron present,7
KALUMBURU,7
Lahore,7
Lamb Chop,7
Leptogium sp.,7
Lichen,7
Mesothelioma tumor,7
Mexico,7
Montifringilla nivalis subspecies nivalis,7
Nasogastric tube,7
Nasointestinal tube,7
Ocean Biome [ENVO:01000048],7
Office computer,7
Ovine Abomasum,7
PMM port 1 of International Space Station,7
PNG CO2 seep-seep site,7
Peadiatric - nurses table,7
Pinot Noir,7
Plaque (caries +),7
Pooled mosquitoes from single mosquito trap,7
Prepuce,7
Primary Solid Tumor,7
Raspberries,7
Rifle well FP-101 under high O2 conditions 0.1 micron filter; 10% subassembly,7
