synonym,canonical,taxid,confidence,note
Python regius,Python regius,51751,high,NCBI Taxonomy name2taxid reviewed import
Leptoglossus zonatus,Leptoglossus zonatus,1228019,high,NCBI Taxonomy name2taxid reviewed import
Alhagi maurorum,Alhagi maurorum,47037,high,NCBI Taxonomy name2taxid reviewed import
Trifolium hybridum,Trifolium hybridum,74517,high,NCBI Taxonomy name2taxid reviewed import
Beta vulgaris subsp. vulgaris,Beta vulgaris subsp. vulgaris,3555,high,NCBI Taxonomy name2taxid reviewed import
Ursus maritimus,Ursus maritimus,29073,high,NCBI Taxonomy name2taxid reviewed import
Zingiber officinale,Zingiber officinale,94328,high,NCBI Taxonomy name2taxid reviewed import
Lagria villosa,Lagria villosa,1337086,high,NCBI Taxonomy name2taxid reviewed import
Crested ibis,Crested ibis,128390,high,NCBI Taxonomy name2taxid reviewed import
Saguinus oedipus,Saguinus oedipus,9490,high,NCBI Taxonomy name2taxid reviewed import
Antigone canadensis pulla,Antigone canadensis pulla,96785,high,NCBI Taxonomy name2taxid reviewed import
Bubulcus ibis,Bubulcus ibis,110668,high,NCBI Taxonomy name2taxid reviewed import
Haslea ostrearia,Haslea ostrearia,67476,high,NCBI Taxonomy name2taxid reviewed import
Incisitermes marginipennis,Incisitermes marginipennis,529878,high,NCBI Taxonomy name2taxid reviewed import
Neotermes cubanus,Neotermes cubanus,2049371,high,NCBI Taxonomy name2taxid reviewed import
Hedera algeriensis,Hedera algeriensis,85349,high,NCBI Taxonomy name2taxid reviewed import
Anas poecilorhyncha,Anas poecilorhyncha,75854,high,NCBI Taxonomy name2taxid reviewed import
Rosa sp.,Rosa sp.,36598,high,NCBI Taxonomy name2taxid reviewed import
Steinernema affine,Steinernema affine,162469,high,NCBI Taxonomy name2taxid reviewed import
Triticum sp.,Triticum sp.,4569,high,NCBI Taxonomy name2taxid reviewed import
Plecoglossus altivelis,Plecoglossus altivelis,61084,high,NCBI Taxonomy name2taxid reviewed import
Pygoscelis adeliae,Pygoscelis adeliae,9238,high,NCBI Taxonomy name2taxid reviewed import
Pan troglodytes verus,Pan troglodytes verus,37012,high,NCBI Taxonomy name2taxid reviewed import
Ardeola bacchus,Ardeola bacchus,188375,high,NCBI Taxonomy name2taxid reviewed import
Pongo pygmaeus,Pongo pygmaeus,9600,high,NCBI Taxonomy name2taxid reviewed import
Rhombomys opimus,Rhombomys opimus,186474,high,NCBI Taxonomy name2taxid reviewed import
Vigna unguiculata,Vigna unguiculata,3917,high,NCBI Taxonomy name2taxid reviewed import
Onychostoma simum,Onychostoma simum,369674,high,NCBI Taxonomy name2taxid reviewed import
Acropora palmata,Acropora palmata,6131,high,NCBI Taxonomy name2taxid reviewed import
Rousettus aegyptiacus,Rousettus aegyptiacus,9407,high,NCBI Taxonomy name2taxid reviewed import
Procubitermes undulans,Procubitermes undulans,1934595,high,NCBI Taxonomy name2taxid reviewed import
Amorphophallus konjac,Amorphophallus konjac,78372,high,NCBI Taxonomy name2taxid reviewed import
Beta vulgaris,Beta vulgaris,161934,high,NCBI Taxonomy name2taxid reviewed import
Brassica rapa subsp. pekinensis,Brassica rapa subsp. pekinensis,51351,high,NCBI Taxonomy name2taxid reviewed import
Hodotermes mossambicus,Hodotermes mossambicus,187541,high,NCBI Taxonomy name2taxid reviewed import
Actinidia sp.,Actinidia sp.,3482296,high,NCBI Taxonomy name2taxid reviewed import
Felis silvestris catus,Felis silvestris catus,9685,high,NCBI Taxonomy name2taxid reviewed import
Rhesus monkey,Rhesus monkey,9544,high,NCBI Taxonomy name2taxid reviewed import
Desmodus rotundus,Desmodus rotundus,9430,high,NCBI Taxonomy name2taxid reviewed import
Molothrus ater,Molothrus ater,84834,high,NCBI Taxonomy name2taxid reviewed import
Oreochromis mossambicus,Oreochromis mossambicus,8127,high,NCBI Taxonomy name2taxid reviewed import
Spermophilus pygmaeus,Spermophilus pygmaeus,99855,high,NCBI Taxonomy name2taxid reviewed import
Sterna hirundo,Sterna hirundo,108405,high,NCBI Taxonomy name2taxid reviewed import
Vachellia karroo,Vachellia karroo,138024,high,NCBI Taxonomy name2taxid reviewed import
Emiliania huxleyi,Emiliania huxleyi,2903,high,NCBI Taxonomy name2taxid reviewed import
Incisitermes snyderi,Incisitermes snyderi,46566,high,NCBI Taxonomy name2taxid reviewed import
Strongylocentrotus intermedius,Strongylocentrotus intermedius,7667,high,NCBI Taxonomy name2taxid reviewed import
Embiratermes neotenicus,Embiratermes neotenicus,1367269,high,NCBI Taxonomy name2taxid reviewed import
Procryptotermes leewardensis,Procryptotermes leewardensis,488275,high,NCBI Taxonomy name2taxid reviewed import
Brachypodium distachyon,Brachypodium distachyon,15368,high,NCBI Taxonomy name2taxid reviewed import
Populus euphratica,Populus euphratica,75702,high,NCBI Taxonomy name2taxid reviewed import
Acyrthosiphon pisum,Acyrthosiphon pisum,7029,high,NCBI Taxonomy name2taxid reviewed import
Ipomoea batatas,Ipomoea batatas,4120,high,NCBI Taxonomy name2taxid reviewed import
Triticum turgidum,Triticum turgidum,4571,high,NCBI Taxonomy name2taxid reviewed import
Leptailurus serval,Leptailurus serval,61405,high,NCBI Taxonomy name2taxid reviewed import
Galleria mellonella,Galleria mellonella,7137,high,NCBI Taxonomy name2taxid reviewed import
Leontopodium nivale subsp. alpinum,Leontopodium nivale subsp. alpinum,49078,high,NCBI Taxonomy name2taxid reviewed import
Xanthosoma sagittifolium,Xanthosoma sagittifolium,28478,high,NCBI Taxonomy name2taxid reviewed import
Puma concolor,Puma concolor,9696,high,NCBI Taxonomy name2taxid reviewed import
Haliaeetus leucocephalus,Haliaeetus leucocephalus,52644,high,NCBI Taxonomy name2taxid reviewed import
Mytilus edulis,Mytilus edulis,6550,high,NCBI Taxonomy name2taxid reviewed import
Trachemys scripta,Trachemys scripta,34903,high,NCBI Taxonomy name2taxid reviewed import
Campylobacter coli,Campylobacter coli,195,high,NCBI Taxonomy name2taxid reviewed import
Euphorbia pulcherrima,Euphorbia pulcherrima,37495,high,NCBI Taxonomy name2taxid reviewed import
Grus americana,Grus americana,9117,high,NCBI Taxonomy name2taxid reviewed import
Columbina talpacoti,Columbina talpacoti,504887,high,NCBI Taxonomy name2taxid reviewed import
Papio anubis,Papio anubis,9555,high,NCBI Taxonomy name2taxid reviewed import
Porotermes adamsoni,Porotermes adamsoni,105774,high,NCBI Taxonomy name2taxid reviewed import
Schizopygopsis selincuoensis,Schizopygopsis selincuoensis,2731644,high,NCBI Taxonomy name2taxid reviewed import
Sargassum sp.,Sargassum sp.,74090,high,NCBI Taxonomy name2taxid reviewed import
Alnus incana subsp. rugosa,Alnus incana subsp. rugosa,109070,high,NCBI Taxonomy name2taxid reviewed import
Ulva ohnoi,Ulva ohnoi,240864,high,NCBI Taxonomy name2taxid reviewed import
Agrostis stolonifera,Agrostis stolonifera,63632,high,NCBI Taxonomy name2taxid reviewed import
Janochloa antidotale,Janochloa antidotale,3031383,high,NCBI Taxonomy name2taxid reviewed import
Labeo rohita,Labeo rohita,84645,high,NCBI Taxonomy name2taxid reviewed import
Pocillopora damicornis,Pocillopora damicornis,46731,high,NCBI Taxonomy name2taxid reviewed import
Buteo buteo,Buteo buteo,30397,high,NCBI Taxonomy name2taxid reviewed import
Tetraena simplex,Tetraena simplex,2499693,high,NCBI Taxonomy name2taxid reviewed import
Juglans regia,Juglans regia,51240,high,NCBI Taxonomy name2taxid reviewed import
Callithrix jacchus,Callithrix jacchus,9483,high,NCBI Taxonomy name2taxid reviewed import
Fagus grandifolia,Fagus grandifolia,60423,high,NCBI Taxonomy name2taxid reviewed import
Urocyon cinereoargenteus,Urocyon cinereoargenteus,55040,high,NCBI Taxonomy name2taxid reviewed import
Spheniscus humboldti,Spheniscus humboldti,9240,high,NCBI Taxonomy name2taxid reviewed import
Plantago lanceolata,Plantago lanceolata,39414,high,NCBI Taxonomy name2taxid reviewed import
Cryptotermes dudleyi,Cryptotermes dudleyi,105782,high,NCBI Taxonomy name2taxid reviewed import
Roisinitermes ebogoensis,Roisinitermes ebogoensis,2483479,high,NCBI Taxonomy name2taxid reviewed import
Kalotermes flavicollis,Kalotermes flavicollis,256709,high,NCBI Taxonomy name2taxid reviewed import
Hodotermopsis sjostedti,Hodotermopsis sjostedti,377914,high,NCBI Taxonomy name2taxid reviewed import
Eisenia andrei,Eisenia andrei,168636,high,NCBI Taxonomy name2taxid reviewed import
Coscinoderma mathewsi,Coscinoderma mathewsi,2604249,high,NCBI Taxonomy name2taxid reviewed import
Spodoptera frugiperda,Spodoptera frugiperda,7108,high,NCBI Taxonomy name2taxid reviewed import
Ascophyllum nodosum,Ascophyllum nodosum,52969,high,NCBI Taxonomy name2taxid reviewed import
Tamarix aphylla,Tamarix aphylla,189786,high,NCBI Taxonomy name2taxid reviewed import
Ochotona curzoniae,Ochotona curzoniae,130825,high,NCBI Taxonomy name2taxid reviewed import
Haliaeetus albicilla,Haliaeetus albicilla,8969,high,NCBI Taxonomy name2taxid reviewed import
Nereocystis luetkeana,Nereocystis luetkeana,117523,high,NCBI Taxonomy name2taxid reviewed import
Mustela putorius,Mustela putorius,9668,high,NCBI Taxonomy name2taxid reviewed import
Turdus merula,Turdus merula,9187,high,NCBI Taxonomy name2taxid reviewed import
Halichondria panicea,Halichondria panicea,6063,high,NCBI Taxonomy name2taxid reviewed import
Vaccinium macrocarpon,Vaccinium macrocarpon,13750,high,NCBI Taxonomy name2taxid reviewed import
Cannabis sativa,Cannabis sativa,3483,high,NCBI Taxonomy name2taxid reviewed import
Cerastoderma edule,Cerastoderma edule,55710,high,NCBI Taxonomy name2taxid reviewed import
Antigone canadensis,Antigone canadensis,1977160,high,NCBI Taxonomy name2taxid reviewed import
Rhizopus microsporus,Rhizopus microsporus,58291,high,NCBI Taxonomy name2taxid reviewed import
Hesperiphona vespertina,Hesperiphona vespertina,670343,high,NCBI Taxonomy name2taxid reviewed import
Skeletonema menzelii,Skeletonema menzelii,216823,high,NCBI Taxonomy name2taxid reviewed import
Hemiculterella sauvagei,Hemiculterella sauvagei,1616773,high,NCBI Taxonomy name2taxid reviewed import
Glomeris connexa,Glomeris connexa,1125735,high,NCBI Taxonomy name2taxid reviewed import
Prorhinotermes canalifrons,Prorhinotermes canalifrons,488276,high,NCBI Taxonomy name2taxid reviewed import
Calcaritermes temnocephalus,Calcaritermes temnocephalus,488281,high,NCBI Taxonomy name2taxid reviewed import
Neotermes meruensis,Neotermes meruensis,2580415,high,NCBI Taxonomy name2taxid reviewed import
Papio cynocephalus,Papio cynocephalus,9556,high,NCBI Taxonomy name2taxid reviewed import
Petunia x hybrida,Petunia x hybrida,4102,high,NCBI Taxonomy name2taxid reviewed import
Tachysurus fulvidraco,Tachysurus fulvidraco,1234273,high,NCBI Taxonomy name2taxid reviewed import
Panax ginseng,Panax ginseng,4054,high,NCBI Taxonomy name2taxid reviewed import
Acinonyx jubatus,Acinonyx jubatus,32536,high,NCBI Taxonomy name2taxid reviewed import
Saccharina japonica,Saccharina japonica,88149,high,NCBI Taxonomy name2taxid reviewed import
Paris polyphylla var. yunnanensis,Paris polyphylla var. yunnanensis,221260,high,NCBI Taxonomy name2taxid reviewed import
Tanacetum vulgare,Tanacetum vulgare,128002,high,NCBI Taxonomy name2taxid reviewed import
Lotus sp.,Lotus sp.,3137807,high,NCBI Taxonomy name2taxid reviewed import
Laminaria digitata,Laminaria digitata,80365,high,NCBI Taxonomy name2taxid reviewed import
Apium graveolens,Apium graveolens,4045,high,NCBI Taxonomy name2taxid reviewed import
Cucumis melo,Cucumis melo,3656,high,NCBI Taxonomy name2taxid reviewed import
Nasonia vitripennis,Nasonia vitripennis,7425,high,NCBI Taxonomy name2taxid reviewed import
Sphaerotermes sphaerothorax,Sphaerotermes sphaerothorax,187564,high,NCBI Taxonomy name2taxid reviewed import
Pandion haliaetus,Pandion haliaetus,56262,high,NCBI Taxonomy name2taxid reviewed import
Eopycna sp. JRZ-2025a,Eopycna sp. JRZ-2025a,3456936,high,NCBI Taxonomy name2taxid reviewed import
Pangasius pangasius,Pangasius pangasius,8001,high,NCBI Taxonomy name2taxid reviewed import
Didelphis virginiana,Didelphis virginiana,9267,high,NCBI Taxonomy name2taxid reviewed import
Lynx rufus,Lynx rufus,61384,high,NCBI Taxonomy name2taxid reviewed import
Crocodylus siamensis,Crocodylus siamensis,68455,high,NCBI Taxonomy name2taxid reviewed import
Aplysina aerophoba,Aplysina aerophoba,289389,high,NCBI Taxonomy name2taxid reviewed import
Sesbania cannabina,Sesbania cannabina,206307,high,NCBI Taxonomy name2taxid reviewed import
Trypoxylus dichotomus,Trypoxylus dichotomus,273928,high,NCBI Taxonomy name2taxid reviewed import
Bombus impatiens,Bombus impatiens,132113,high,NCBI Taxonomy name2taxid reviewed import
Reticulitermes flavipes,Reticulitermes flavipes,36989,high,NCBI Taxonomy name2taxid reviewed import
Ctena orbiculata,Ctena orbiculata,244472,high,NCBI Taxonomy name2taxid reviewed import
Curcuma longa,Curcuma longa,136217,high,NCBI Taxonomy name2taxid reviewed import
Suaeda maritima,Suaeda maritima,126913,high,NCBI Taxonomy name2taxid reviewed import
Prunus sp.,Prunus sp.,2942660,high,NCBI Taxonomy name2taxid reviewed import
Fraxinus excelsior,Fraxinus excelsior,38873,high,NCBI Taxonomy name2taxid reviewed import
Persea americana,Persea americana,3435,high,NCBI Taxonomy name2taxid reviewed import
Cucurbita pepo,Cucurbita pepo,3663,high,NCBI Taxonomy name2taxid reviewed import
Ruditapes philippinarum,Ruditapes philippinarum,129788,high,NCBI Taxonomy name2taxid reviewed import
Phallusia nigra,Phallusia nigra,569429,high,NCBI Taxonomy name2taxid reviewed import
Craugastor fitzingeri,Craugastor fitzingeri,228435,high,NCBI Taxonomy name2taxid reviewed import
Agalychnis callidryas,Agalychnis callidryas,197464,high,NCBI Taxonomy name2taxid reviewed import
Glycine clandestina,Glycine clandestina,45687,high,NCBI Taxonomy name2taxid reviewed import
Acanthamoeba castellanii,Acanthamoeba castellanii,5755,high,NCBI Taxonomy name2taxid reviewed import
Cyprinus rubrofuscus,Cyprinus rubrofuscus,1221224,high,NCBI Taxonomy name2taxid reviewed import
Lemur catta,Lemur catta,9447,high,NCBI Taxonomy name2taxid reviewed import
Diplocolenus abdominalis,Diplocolenus abdominalis,1656438,high,NCBI Taxonomy name2taxid reviewed import
Neodon fuscus,Neodon fuscus,771787,high,NCBI Taxonomy name2taxid reviewed import
Nycticorax nycticorax,Nycticorax nycticorax,8901,high,NCBI Taxonomy name2taxid reviewed import
Alectoris chukar,Alectoris chukar,9078,high,NCBI Taxonomy name2taxid reviewed import
Acromyrmex echinatior,Acromyrmex echinatior,103372,high,NCBI Taxonomy name2taxid reviewed import
Thunnus alalunga,Thunnus alalunga,8235,high,NCBI Taxonomy name2taxid reviewed import
Haemaphysalis qinghaiensis,Haemaphysalis qinghaiensis,297592,high,NCBI Taxonomy name2taxid reviewed import
Manihot esculenta,Manihot esculenta,3983,high,NCBI Taxonomy name2taxid reviewed import
Shigella flexneri,Shigella flexneri,623,high,NCBI Taxonomy name2taxid reviewed import
Chinese cabbage,Chinese cabbage,51351,high,NCBI Taxonomy name2taxid reviewed import
Cryptotermes cavifrons,Cryptotermes cavifrons,641613,high,NCBI Taxonomy name2taxid reviewed import
Sophora davidii,Sophora davidii,49839,high,NCBI Taxonomy name2taxid reviewed import
Musa acuminata,Musa acuminata,4641,high,NCBI Taxonomy name2taxid reviewed import
Chaetoceros sp.,Chaetoceros sp.,49240,high,NCBI Taxonomy name2taxid reviewed import
Rubus sp.,Rubus sp.,3162414,high,NCBI Taxonomy name2taxid reviewed import
Vigna radiata,Vigna radiata,157791,high,NCBI Taxonomy name2taxid reviewed import
Chaetophractus villosus,Chaetophractus villosus,29080,high,NCBI Taxonomy name2taxid reviewed import
Stegodyphus dumicola,Stegodyphus dumicola,202533,high,NCBI Taxonomy name2taxid reviewed import
Rhinolophus pusillus,Rhinolophus pusillus,159858,high,NCBI Taxonomy name2taxid reviewed import
Tenualosa ilisha,Tenualosa ilisha,373995,high,NCBI Taxonomy name2taxid reviewed import
Leucanthemum vulgare,Leucanthemum vulgare,99072,high,NCBI Taxonomy name2taxid reviewed import
Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,293821,high,NCBI Taxonomy name2taxid reviewed import
Plodia interpunctella,Plodia interpunctella,58824,high,NCBI Taxonomy name2taxid reviewed import
Cygnus atratus,Cygnus atratus,8868,high,NCBI Taxonomy name2taxid reviewed import
Oryx leucoryx,Oryx leucoryx,39411,high,NCBI Taxonomy name2taxid reviewed import
Aquila heliaca,Aquila heliaca,52410,high,NCBI Taxonomy name2taxid reviewed import
Papio papio,Papio papio,100937,high,NCBI Taxonomy name2taxid reviewed import
Ficus citrifolia,Ficus citrifolia,309283,high,NCBI Taxonomy name2taxid reviewed import
Penaeus japonicus,Penaeus japonicus,27405,high,NCBI Taxonomy name2taxid reviewed import
Marmota baibacina,Marmota baibacina,93157,high,NCBI Taxonomy name2taxid reviewed import
Cardinalis cardinalis,Cardinalis cardinalis,98964,high,NCBI Taxonomy name2taxid reviewed import
Acanthis flammea,Acanthis flammea,54769,high,NCBI Taxonomy name2taxid reviewed import
Ardea herodias,Ardea herodias,56072,high,NCBI Taxonomy name2taxid reviewed import
Trichopodus pectoralis,Trichopodus pectoralis,313238,high,NCBI Taxonomy name2taxid reviewed import
Cicer echinospermum,Cicer echinospermum,90897,high,NCBI Taxonomy name2taxid reviewed import
Dermacentor andersoni,Dermacentor andersoni,34620,high,NCBI Taxonomy name2taxid reviewed import
Ensete ventricosum,Ensete ventricosum,4639,high,NCBI Taxonomy name2taxid reviewed import
Plantago cylindrica,Plantago cylindrica,1928669,high,NCBI Taxonomy name2taxid reviewed import
Pseudogyrinocheilus prochilus,Pseudogyrinocheilus prochilus,400002,high,NCBI Taxonomy name2taxid reviewed import
Triplophysa stolickai,Triplophysa stolickai,3361878,high,NCBI Taxonomy name2taxid reviewed import
Ananas comosus,Ananas comosus,4615,high,NCBI Taxonomy name2taxid reviewed import
Sargassum ilicifolium,Sargassum ilicifolium,246892,high,NCBI Taxonomy name2taxid reviewed import
