synonym,canonical,taxid,confidence,rank,superkingdom,lineage,current_note,recommended_action,action_detail
Armadillidium vulgare lineage ZN,Armadillidium vulgare,13347,medium,species,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Communostraca;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Oniscidea;Crinocheta;Armadillidiidae;Armadillidium;Armadillidium vulgare,Batch 2 host curation 2026-05-05: Exact TaxonKit match from variant `Armadillidium vulgare`; lineage superkingdom Eukaryota.; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Eurosta solidaginis MN-2018-EFC,Eurosta solidaginis,178769,medium,species,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Tephritoidea;Tephritidae;Tephritinae;Dithrycini;Eurostina;Eurosta;Eurosta solidaginis,Batch 2 host curation 2026-05-05: Exact TaxonKit match from variant `Eurosta solidaginis`; lineage superkingdom Eukaryota.; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Hydrangea arborescens cv Bella Anna,Hydrangea arborescens,96933,medium,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;Cornales;Hydrangeaceae;Hydrangeeae;Hydrangea;Hydrangea sect. Hydrangea;Hydrangea arborescens,Batch 2 host curation 2026-05-05: Exact TaxonKit match from variant `Hydrangea arborescens`; lineage superkingdom Eukaryota.; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Strawberry cv. Aura,Strawberry,3747,medium,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Rosaceae;Rosoideae;Potentilleae;Fragariinae;Fragaria;Fragaria x ananassa,Batch 2 host curation 2026-05-05: Exact TaxonKit match from variant `Strawberry`; lineage superkingdom Eukaryota.; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Strawberry cv. Festival,Strawberry,3747,medium,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Rosaceae;Rosoideae;Potentilleae;Fragariinae;Fragaria;Fragaria x ananassa,Batch 2 host curation 2026-05-05: Exact TaxonKit match from variant `Strawberry`; lineage superkingdom Eukaryota.; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Strawberry cv. Capri,Strawberry,3747,medium,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Rosaceae;Rosoideae;Potentilleae;Fragariinae;Fragaria;Fragaria x ananassa,Batch 2 host curation 2026-05-05: Exact TaxonKit match from variant `Strawberry`; lineage superkingdom Eukaryota.; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Strawberry cv. Sweet Charlie,Strawberry,3747,medium,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Rosaceae;Rosoideae;Potentilleae;Fragariinae;Fragaria;Fragaria x ananassa,Batch 2 host curation 2026-05-05: Exact TaxonKit match from variant `Strawberry`; lineage superkingdom Eukaryota.; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Strawberry cv. Syria,Strawberry,3747,medium,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Rosaceae;Rosoideae;Potentilleae;Fragariinae;Fragaria;Fragaria x ananassa,Batch 2 host curation 2026-05-05: Exact TaxonKit match from variant `Strawberry`; lineage superkingdom Eukaryota.; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Strawberry cv. Malaga,Strawberry,3747,medium,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Rosaceae;Rosoideae;Potentilleae;Fragariinae;Fragaria;Fragaria x ananassa,Batch 2 host curation 2026-05-05: Exact TaxonKit match from variant `Strawberry`; lineage superkingdom Eukaryota.; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Strawberry cv. Roxana,Strawberry,3747,medium,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Rosaceae;Rosoideae;Potentilleae;Fragariinae;Fragaria;Fragaria x ananassa,Batch 2 host curation 2026-05-05: Exact TaxonKit match from variant `Strawberry`; lineage superkingdom Eukaryota.; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Manihot esculenta Crantz,Manihot esculenta,3983,medium,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Crotonoideae;Manihoteae;Manihot;Manihot esculenta,Batch 2 host curation 2026-05-05: Exact TaxonKit match from variant `Manihot esculenta`; lineage superkingdom Eukaryota.; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Ericaria zosteroides (C.Agardh) Molinari & Guiry 2020,Ericaria zosteroides,590117,medium,species,Eukaryota,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Phaeophyceae;Fucales;Sargassaceae;Ericaria;Ericaria zosteroides,Batch 2 host curation 2026-05-05: Exact TaxonKit match from variant `Ericaria zosteroides`; lineage superkingdom Eukaryota.; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Possum,Phalangeriformes,38603,medium,genus,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Diprotodontia;Macropodidae;Dendrolagus,Batch 6 final host curation 2026-05-05: reviewed broad possum group; species ambiguous; rank=order,keep,TaxID lineage is not bacterial/archaeal/viral.
Otariinae,Otariinae,9709,medium,family,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Pinnipedia;Phocidae,Batch 6 final host curation 2026-05-05: reviewed sea lion/fur seal subfamily; rank=subfamily,keep,TaxID lineage is not bacterial/archaeal/viral.
Phalangeriformes,Phalangeriformes,38603,medium,genus,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Diprotodontia;Macropodidae;Dendrolagus,Batch 6 final host curation 2026-05-05: reviewed possum group; rank=order,keep,TaxID lineage is not bacterial/archaeal/viral.
protozoa,Eukaryota,2759,medium,domain,Eukaryota,cellular organisms;Eukaryota,Batch 6 final host curation 2026-05-05: reviewed broad protozoan/eukaryote host; rank=superkingdom,keep,TaxID lineage is not bacterial/archaeal/viral.
dinoflagellate,Dinophyceae,2864,medium,class,Eukaryota,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae,Batch 6 final host curation 2026-05-05: reviewed broad dinoflagellate host; rank=class,keep,TaxID lineage is not bacterial/archaeal/viral.
anguine,Squamata,8509,medium,order,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata,Batch 6 final host curation 2026-05-05: reviewed broad snake/lizard adjective; kept broad; rank=order,keep,TaxID lineage is not bacterial/archaeal/viral.
Sow,Sus scrofa,9823,high,species,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Suina;Suidae;Sus;Sus scrofa,Batch 6 final host curation 2026-05-05: reviewed common female pig host; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Barbera,Vitis vinifera,29760,high,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;rosids incertae sedis;Vitales;Vitaceae;Viteae;Vitis;Vitis vinifera,Batch 6 final host curation 2026-05-05: reviewed grape cultivar host/source; rank=species,keep,TaxID lineage is not bacterial/archaeal/viral.
Hazelnut,Corylus,13451,medium,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fagales;Betulaceae;Corylus;Corylus avellana,Batch 6 final host curation 2026-05-05: reviewed broad hazelnut plant host; rank=genus,keep,TaxID lineage is not bacterial/archaeal/viral.
saffron finche,Aves,8782,medium,class,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves,Long-tail host curation 2026-05-05: typo/common bird name; keep broad because exact species spelling was not reliable.,keep,TaxID lineage is not bacterial/archaeal/viral.
lilac,Syringa,24208,medium,genus,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Lamiales;Oleaceae;Oleeae;Syringa,Long-tail host curation 2026-05-05: reviewed plant common name; genus-level mapping.,keep,TaxID lineage is not bacterial/archaeal/viral.
seabass,Actinopterygii,7898,medium,superclass,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii,Long-tail host curation 2026-05-05: ambiguous common fish name; keep broad ray-finned fish.,keep,TaxID lineage is not bacterial/archaeal/viral.
Sugar cane,Saccharum officinarum,4547,high,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;PACMAD clade;Panicoideae;Andropogonodae;Andropogoneae;Saccharinae;Saccharum;Saccharum officinarum species complex;Saccharum officinarum,Long-tail host curation 2026-05-05: spacing variant of sugarcane crop host.,keep,TaxID lineage is not bacterial/archaeal/viral.
horsechestnut,Viridiplantae,33090,medium,kingdom,Eukaryota,cellular organisms;Eukaryota;Viridiplantae,Long-tail host curation 2026-05-05: reviewed plant common name; broad plant because exact species context is absent.,keep,TaxID lineage is not bacterial/archaeal/viral.
Hazel,Corylus,13450,medium,genus,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fagales;Betulaceae;Corylus,Long-tail host curation 2026-05-05: reviewed hazel plant common name; genus-level mapping.,keep,TaxID lineage is not bacterial/archaeal/viral.
black gobi,Actinopterygii,7898,medium,superclass,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii,Long-tail host curation 2026-05-05: fish common name/typo; keep broad ray-finned fish.,keep,TaxID lineage is not bacterial/archaeal/viral.
Averhoa belimbi,Viridiplantae,33090,medium,kingdom,Eukaryota,cellular organisms;Eukaryota;Viridiplantae,Long-tail host curation 2026-05-05: misspelled Averrhoa bilimbi-like plant value; keep broad plant.,keep,TaxID lineage is not bacterial/archaeal/viral.
B. oleracea var. rubra,Brassica oleracea,3712,medium,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Brassicales;Brassicaceae;Brassiceae;Brassica;Brassica oleracea,Long-tail host curation 2026-05-05: reviewed abbreviated Brassica oleracea variety; species-level canonical with medium confidence.,keep,TaxID lineage is not bacterial/archaeal/viral.
E. vesicaria ssp. sativa,Eruca vesicaria,180536,medium,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Brassicales;Brassicaceae;Brassiceae;Eruca;Eruca vesicaria,Long-tail host curation 2026-05-05: reviewed abbreviated Eruca vesicaria subspecies/crop value; species-level canonical with medium confidence.,keep,TaxID lineage is not bacterial/archaeal/viral.
Suidae sp. LYD,Suidae,9821,medium,family,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Suina;Suidae,Long-tail host curation 2026-05-05: reviewed swine family value with isolate suffix; family-level mapping.,keep,TaxID lineage is not bacterial/archaeal/viral.
Olallieberry,Viridiplantae,33090,medium,kingdom,Eukaryota,cellular organisms;Eukaryota;Viridiplantae,Long-tail host curation 2026-05-05: berry/crop common name; broad plant because exact hybrid context is absent.,keep,TaxID lineage is not bacterial/archaeal/viral.
Sainfoin,Onobrychis,3881,medium,genus,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fabales;Fabaceae;Papilionoideae;50 kb inversion clade;NPAAA clade;Hologalegina;IRL clade;Hedysareae;Onobrychis,Long-tail host curation 2026-05-05: reviewed sainfoin plant common name; genus-level mapping.,keep,TaxID lineage is not bacterial/archaeal/viral.
Crabapple,Malus,3749,medium,genus,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Rosaceae;Amygdaloideae;Maleae;Malus,Long-tail host curation 2026-05-05: reviewed crabapple common name; genus-level mapping.,keep,TaxID lineage is not bacterial/archaeal/viral.
Caraganae sp.,Caragana,20483,medium,genus,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fabales;Fabaceae;Papilionoideae;50 kb inversion clade;NPAAA clade;Hologalegina;IRL clade;Caraganeae;Caragana,Long-tail host curation 2026-05-05: reviewed Caragana-like plant value; genus-level mapping.,keep,TaxID lineage is not bacterial/archaeal/viral.
grasses,Viridiplantae,33090,medium,kingdom,Eukaryota,cellular organisms;Eukaryota;Viridiplantae,Long-tail host curation 2026-05-05: broad plant material/group; keep broad.,keep,TaxID lineage is not bacterial/archaeal/viral.
toucan,Aves,8782,medium,class,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves,Long-tail host curation 2026-05-05: common bird group; keep broad Aves.,keep,TaxID lineage is not bacterial/archaeal/viral.
Partridge,Aves,8782,medium,class,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves,Long-tail host curation 2026-05-05: common bird group; keep broad Aves.,keep,TaxID lineage is not bacterial/archaeal/viral.
eared grebe,Podiceps nigricollis,85099,high,species,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Mirandornithes;Podicipediformes;Podicipedidae;Podiceps;Podiceps nigricollis,Long-tail host curation 2026-05-05: reviewed common bird name resolved by TaxonKit canonical.,keep,TaxID lineage is not bacterial/archaeal/viral.
Hawk,Falconiformes,8948,medium,order,Eukaryota,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Falconiformes,Long-tail host curation 2026-05-05: common raptor term; keep order-level broad host.,keep,TaxID lineage is not bacterial/archaeal/viral.
Soy,Glycine max,3847,high,species,Eukaryota,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fabales;Fabaceae;Papilionoideae;50 kb inversion clade;NPAAA clade;indigoferoid/millettioid clade;Phaseoleae;Glycine;Glycine subgen. Soja;Glycine max,Long-tail host curation 2026-05-05: reviewed soybean crop common name.,keep,TaxID lineage is not bacterial/archaeal/viral.
